source,source_type,relation,target,target_type,since,until,when,description,evidence_link
Americans for Prosperity Foundation (AFPF),organization,is associated with,Americans for Prosperity (AfP),organization,,,,"Americans for Prosperity's 501(c)(4) arm has consistently pushed for “abundant, affordable energy” while dismissing climate change as “alarmist propaganda.” This continued to take place during the time Fink was president of the AFP Foundation. According to publicly available 990 forms for the Americans for Prosperity Foundation, recorded under “transactions with related organizations,” the Americans for Prosperity Foundation regularly transferred millions of dollars in funds to its 501(c)(4) arm.",https://www.desmog.com/chris-fink/
Americans for Prosperity Foundation (AFPF),organization,contributed to,Americans for Prosperity (AfP),organization,,,,"According to publicly available 990 forms for the Americans for Prosperity Foundation, recorded under “transactions with related organizations,” the Americans for Prosperity Foundation regularly transferred millions of dollars in funds to its 501(c)(4) arm.",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,was funded by,Koch Family Foundations,organization,,,,"Both Americans for Prosperity (AfP) and its 501(c)(3) counterpart, the Americans for Prosperity Foundation, have been among the largest recipients of funding from Koch Family Foundations.",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,has partner,Americans for Tax Reform,organization,,,2018,"Americans for Prosperity co-signed a letter supporting an anti-carbon tax resolution from House Majority Whip Steve Scalise (R-La.) and Rep. David McKinley (R-W.Va). The letter was dated July 18, 2018. It also led a coalition against a federal gas tax increase in February 2018 which included Americans for Tax Reform.",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,has partner,National Taxpayers Union,organization,,,2018,"AfP announced it was leading a coalition opposing a federal gas tax increase. Groups joining AfP included the National Taxpayers Union, Freedom Partners Chamber of Commerce, Americans for Tax Reform, Club for Growth, Heritage Action, and numerous others.",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,has partner,Freedom Partners Chamber of Commerce,organization,,,2018,"AfP announced it was leading a coalition opposing a federal gas tax increase. Groups joining AfP included the National Taxpayers Union, Freedom Partners Chamber of Commerce, Americans for Tax Reform, Club for Growth, Heritage Action, and numerous others.",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,has partner,Club for Growth,organization,,,2018,"AfP announced it was leading a coalition opposing a federal gas tax increase. Groups joining AfP included the National Taxpayers Union, Freedom Partners Chamber of Commerce, Americans for Tax Reform, Club for Growth, Heritage Action, and numerous others.",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,has partner,Heritage Action,organization,,,2018,"AfP announced it was leading a coalition opposing a federal gas tax increase. Groups joining AfP included the National Taxpayers Union, Freedom Partners Chamber of Commerce, Americans for Tax Reform, Club for Growth, Heritage Action, and numerous others.",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,is associated with,Freedom Partners,organization,,,2014,"Mother Jones reported that a confidential document left behind at a Koch Brothers' donor conferences “suggests a close collaboration between officials of Koch Industries, AfP, and Freedom Partners, whose staff and board are stacked with numerous current and former Koch Industries employees.”",https://www.desmog.com/chris-fink/
Americans for Prosperity (AfP),organization,is associated with,"Koch Industries, Inc.",organization,,,2014,"Mother Jones reported that a confidential document left behind at a Koch Brothers' donor conferences “suggests a close collaboration between officials of Koch Industries, AfP, and Freedom Partners, whose staff and board are stacked with numerous current and former Koch Industries employees.”",https://www.desmog.com/chris-fink/
Richard Fink,person,is employed by,"Koch Industries, Inc.",organization,,,,"Richard Fink, former executive vice president and member of the board of directors of Koch Industries, Inc.",https://www.desmog.com/chris-fink/
Richard Fink,person,is a member of,"Koch Industries, Inc.",organization,,,,"Richard Fink, former executive vice president and member of the board of directors of Koch Industries, Inc.",https://www.desmog.com/chris-fink/
Richard Fink,person,contributed to,Mercatus Center,organization,,,,His father is a co-founder of the Koch-funded Mercatus Center.,https://www.desmog.com/chris-fink/
Mercatus Center,organization,was funded by,"Koch Industries, Inc.",organization,,,,His father is a co-founder of the Koch-funded Mercatus Center.,https://www.desmog.com/chris-fink/
Chris Fink,person,contributed to,The Daily Signal,organization,,,2017,Chris Fink is listed as an author at the Heritage Foundation's The Daily Signal where he has one article dated September 2017.,https://www.desmog.com/chris-fink/
Ralph B. Alexander,person,is employed by,Wayne State University,organization,,,,Ralph B. Alexander is a former Associate Professor of Physics at Wayne State University.,https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,is president of,Ion Surface Technology,organization,,,,Ralph B. Alexander is a former President and co-founder of Ion Surface Technology.,https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,contributed to,Ion Surface Technology,organization,,,,Ralph B. Alexander is a former President and co-founder of Ion Surface Technology.,https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,is president of,R.B. Alexander & Associates Inc.,organization,,,,"Ralph B. Alexander is currently the owner and president of R.B. Alexander & Associates Inc., an independent consulting firm.",https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,contributed to,Global Warming False Alarm,organization,,,2009,Ralph B. Alexander is the author of Global Warming False Alarm published by Canterbury publishing in 2009.,https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,contributed to,The Global Warming Policy Forum,organization,,,2021,"Alexander wrote an article for the Global Warming Policy Forum criticising indicators used by the US Environmental Protection Agency (EPA) to inform policy-making. The article was published on May 25, 2021.",https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,contributed to,New York Post,organization,,,2012,"Ralph B. Alexander is the author of an article in the New York Post titled “Extreme Weather and superstition” which suggests that there is no link between man-made climate change and extreme weather events. The article was published on December 10, 2012.",https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,is a member of,ASM International,organization,,,,Ralph B. Alexander is listed as an affiliation of ASM International.,https://www.desmog.com/ralph-b-alexander/
Ralph B. Alexander,person,is a member of,Rowan Technology Group,organization,,,,Ralph B. Alexander is listed as an affiliation of Rowan Technology Group.,https://www.desmog.com/ralph-b-alexander/
Calvin Beisner,person,is employed by,Knox Theological Seminary,organization,2000,2007,,E. Calvin Beisner is a former Professor of Social Ethics at Knox Theological Seminary. He was a member of the faculty as an associate professor of historical theology and social ethics from July 2000 through December 2007.,https://www.desmog.com/calvin-beisner/
Calvin Beisner,person,is a member of,Knox Theological Seminary,organization,2000,2007,,He was a member of the faculty as an associate professor of historical theology and social ethics from July 2000 through December 2007.,https://www.desmog.com/calvin-beisner/
Calvin Beisner,person,is employed by,Holy Trinity Presbyterian Church (OPC),organization,,,,He has served on the pastoral staff of Holy Trinity Presbyterian Church (OPC).,https://www.desmog.com/calvin-beisner/
Calvin Beisner,person,contributed to,Cornwall Alliance for the Stewardship of Creation,organization,,,,"Beisner is known as a “leading evangelical climate-change skeptic,” and founder of the Cornwall Alliance for the Stewardship of Creation.",https://www.desmog.com/calvin-beisner/
Calvin Beisner,person,is a member of,Cornwall Alliance for the Stewardship of Creation,organization,,,,Cornwall Alliance for the Stewardship of Creation — Founder and national spokesperson.,https://www.desmog.com/calvin-beisner/
