source,source_type,relation,target,target_type,since,until,when,description,evidence_link
The Transport Project,Organization,active since,2023,gYear,,,,The Transport Project was actively engaged in policy discussions from 2023.,https://influencemap.org/influencer/The-Transport-Project-278ce606732c77d1d218d92ef1556f13
The Transport Project,Organization,active until,2025,gYear,,,,The Transport Project was actively engaged in policy discussions until 2025.,https://influencemap.org/influencer/The-Transport-Project-278ce606732c77d1d218d92ef1556f13
Daniel Gage,Person,is employed by,The Transport Project,Organization,2023,2024,,"Daniel Gage is the CEO of The Transport Project, active in this role at least from 2023 to 2024 based on reported activities.",https://influencemap.org/influencer/The-Transport-Project-278ce606732c77d1d218d92ef1556f13
InfluenceMap,Organization,active since,2015,gYear,,,,InfluenceMap's research and reports have been informing stakeholders since 2015.,https://influencemap.org/influencer/The-Transport-Project-278ce606732c77d1d218d92ef1556f13
LobbyMap,Organization,is associated with,InfluenceMap,Organization,2015,,,"LobbyMap is a platform or initiative associated with InfluenceMap, the non-profit organization that appears to run it.",https://influencemap.org/influencer/The-Transport-Project-278ce606732c77d1d218d92ef1556f13
InfluenceMap,Organization,has partner,Climate Action 100+,Organization,2015,,,InfluenceMap acts as a data provider to the Climate Action 100+ investor process.,https://influencemap.org/influencer/The-Transport-Project-278ce606732c77d1d218d92ef1556f13
Carlos Tavares,person,is employed by,Stellantis,organization,,,2024,"Carlos Tavares was the former CEO of Stellantis in 2024, as evidenced by comments made in February and April 2024.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Antonio Filosa,person,is employed by,Stellantis,organization,,,2025,"Antonio Filosa is the CEO of Stellantis, as disclosed in the company's Climate Policy Report 2024/2025 published in March 2025.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Antonio Filosa,person,is director of,Alliance for Automotive Innovation,organization,,,2025,"Antonio Filosa, CEO of Stellantis, is on the board of the Alliance for Automotive Innovation, as disclosed in Stellantis's Climate Policy Report 2024/2025 (March 2025).",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is associated with,Peugeot,organization,,,,Peugeot is listed as a brand and associated company of Stellantis.,https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is associated with,Opel,organization,,,,Opel is listed as a brand and associated company of Stellantis.,https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is associated with,Chrysler,organization,,,,Chrysler is listed as a brand and associated company of Stellantis.,https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is associated with,Citroen,organization,,,,Citroen is listed as a brand and associated company of Stellantis.,https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,has partner,California Air Resources Board (CARB),organization,,,2024,Stellantis entered into a partnership with the California Air Resources Board (CARB) in March 2024.,https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,European Automobile Manufacturers Association (ACEA),organization,2025,,,Stellantis rejoined the European Automobile Manufacturers Association (ACEA) in January 2025 and has a senior executive on its board.,https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is associated with,Alliance for Automotive Innovation,organization,,,2025,"Stellantis is associated with the Alliance for Automotive Innovation, as its CEO, Antonio Filosa, is on the board of the Alliance for Automotive Innovation (disclosed in March 2025).",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is associated with,National Association of Automotive Vehicle Manufacturers (ANFAVEA),organization,,,2025,"Stellantis is associated with the National Association of Automotive Vehicle Manufacturers (ANFAVEA) in Brazil, as a senior executive from Stellantis is its President (disclosed in March 2025).",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is associated with,Society of Motor Manufacturers and Traders (SMMT),organization,,,2025,"Stellantis is associated with the Society of Motor Manufacturers and Traders (SMMT) in the UK, as multiple senior executives from Stellantis are on its board (disclosed in March 2025).",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,BusinessEurope,organization,,,,"BusinessEurope is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,German Association of the Automotive Industry (VDA),organization,,,,"German Association of the Automotive Industry (VDA) is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Canadian Vehicle Manufacturers' Association (CVMA),organization,,,,"Canadian Vehicle Manufacturers' Association (CVMA) is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Truck and Engine Manufacturers Association (EMA),organization,,,,"Truck and Engine Manufacturers Association (EMA) is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Mexican Automotive Industry Association (AMIA),organization,,,,"Mexican Automotive Industry Association (AMIA) is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,China Association of Automobile Manufacturers,organization,,,,"China Association of Automobile Manufacturers is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Canadian Chamber of Commerce,organization,,,,"Canadian Chamber of Commerce is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Hydrogen Europe,organization,,,,"Hydrogen Europe is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Society of Indian Automobile Manufacturers (SIAM),organization,,,,"Society of Indian Automobile Manufacturers (SIAM) is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Federal Chamber of Automotive Industries (FCAI),organization,,,,"Federal Chamber of Automotive Industries (FCAI) is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Stellantis,organization,is a member of,Asociación Nacional de Movilidad Sostenible (ANDEMOS),organization,,,,"Asociación Nacional de Movilidad Sostenible (ANDEMOS) is listed in the relationship grid as an industry association Stellantis has a relationship with, implying membership.",https://lobbymap.org/company/Stellantis-NV-019d8501313bd6e981bf5591457e9d00/projectlink/Stellantis-NV-in-Climate-Change-daa5cbba18af1355160ebb29be091493
Baxter International,organisation,is a member of,Business Roundtable,organisation,,,2025,"Baxter International is a member of the Business Roundtable, which advocates negatively on climate policy in the United States. This information was last updated in Q1 2025.",https://lobbymap.org/company/Baxter-International-9fc3eb4dc1d250d59a15d5f168c0bc70/projectlink/Baxter-International-in-Climate-Change-4a2e2b503c6cdd131a286f5a62c296b2
Baxter International,organisation,is a member of,National Association of Manufacturers (NAM),organisation,,,2025,"Baxter International is a member of the National Association of Manufacturers (NAM), which advocates negatively on climate policy in the United States. This information was last updated in Q1 2025.",https://lobbymap.org/company/Baxter-International-9fc3eb4dc1d250d59a15d5f168c0bc70/projectlink/Baxter-International-in-Climate-Change-4a2e2b503c6cdd131a286f5a62c296b2
Hak Cheol Shin,person,is director of,LG Chem,organisation,,,,Hak Cheol Shin is identified as the CEO of LG Chem.,https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
Hak Cheol Shin,person,is employed by,LG Chem,organisation,,,,Hak Cheol Shin is identified as the CEO of LG Chem.,https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
Hak Cheol Shin,person,contributed to,World Economic Forum (WEF),organisation,,,2024,"Hak Cheol Shin, CEO of LG Chem, signed a World Economic Forum (WEF) COP29 Joint Letter in October 2024.",https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
Hak Cheol Shin,person,contributed to,World Economic Forum (WEF),organisation,,,2023,"Hak Cheol Shin, CEO of LG Chem, signed an October 2023 World Economic Forum (WEF) Joint Letter.",https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
LG Chem,organisation,has partner,World Economic Forum (WEF),organisation,,,2024,"LG Chem (via its CEO Hak Cheol Shin) signed a World Economic Forum (WEF) COP29 Joint Letter in October 2024, indicating a partnership on climate policy.",https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
LG Chem,organisation,has partner,World Economic Forum (WEF),organisation,,,2023,"LG Chem (via its CEO Hak Cheol Shin) signed an October 2023 World Economic Forum (WEF) Joint Letter, indicating a partnership on climate policy.",https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
LG Chem,organisation,is a member of,Korea Chemical Industry Association (KCIA),organisation,,,2024,"LG Chem listed Korea Chemical Industry Association (KCIA) as an industry association membership in its 2023 Sustainability Report, published in July 2024.",https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
LG Chem,organisation,is a member of,Korea Business Council for Sustainable Development (KBCSD),organisation,,,2024,"LG Chem listed Korea Business Council for Sustainable Development (KBCSD) as an industry association membership in its 2023 Sustainability Report, published in July 2024.",https://lobbymap.org/company/LG-Chem/projectlink/LG-Chem-In-Climate-Change
